coding_id,family,term,genre,source,left,target,right,exclude,exclusion_reason,verbal_syntax,semantic_residue,interactional_residue,targeted_entity,coder_notes
mgc0656,boo,booed,MAG,Time,"#arrests during the distribution of prizes , police were roundly",booed,"by Chicago cinema audiences . In one theatre , the winner of",0,,1,1,1,0,primary coding rule
mgc0657,boo,booed,NEWS,NYT-Reg,"#passage , members on the Republican side of the aisle",booed,. Laughter broke out from the same quarter as the President,0,,1,1,1,1,primary coding rule
mgc0658,boo,boos,MAG,SportsIll,Pro Pancho Segura announced himself in favor of both cheers and,boos,from the grandstand . And it may be noted in summation that,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0659,boo,booed,NEWS,NYT-Reg,"#a park in Flushing , two dozen women and children",booed,"him , and chanted : "" We want Marchi . Get out",0,,1,1,1,1,primary coding rule
mgc0660,boo,booed,MAG,Time,#against American Smelting and has consequently been,booed,"by workers fearful of the plant 's shutting down , is going",0,,1,1,1,1,primary coding rule
mgc0661,wow,wowing,FIC,Mov:Brick,#show it . # 76 # # PIN # Pow,wowing,? # # BRENDAN # Just shooting the shat . # #,1,non-target compound,0,0,0,0,excluded by primary coding rule
mgc0662,shoo,shooed,FIC,The Antioch Review,"tokens , later rearranging them with his eyes closed . He",shooed,"the dog ( whom he had tolerated until now , even though",0,,1,1,1,1,primary coding rule
mgc0663,ooh,oohs,MAG,SportsIllustrated,", even when the base runner wouldn't dream of advancing. It always draws",oohs,and ahs from the crowd. Clemente also has a habit of swinging wildly at,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0664,boo,booed,FIC,LoveFeast,#rekindled as karmic concoction passed around . Dean Borden,booed,when he refuses . Booing billows as proctors follow Dean 's lead,0,,1,1,1,0,primary coding rule
mgc0665,shoo,shooed,NEWS,NYT,"at last , Wickham swatted at the crumbling paper . Eliza",shooed,him away and then stared in surprise at the liner . For,0,,1,1,1,1,primary coding rule
mgc0666,shoo,shooed,FIC,PassionPlay,"in their direction . Fanny quickly moved toward Dubin , who",shooed,"the animal away . "" At first I thought it was a",0,,1,1,1,1,primary coding rule
mgc0667,wow,wowed,MAG,Cosmopolitan,#of the biggest years of their professional lives and has,wowed,us with his achievements . Listen in as they bravely divulge the,0,,1,1,0,1,primary coding rule
mgc0668,boo,boos,NEWS,NYT,chill of the day . They mustered one last wave of,boos,"as the Giants trudged toward their locker room , a place that",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0669,boo,booing,NEWS,NYT-Reg,"spotlights playing upon them , most delegates cheering and some",booing,", they marched triumphantly from the balcony toward their share",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0670,boo,boos,FIC,Mov:RagingBull,66 -- JAKE steps into the ring to both cheers and,boos,( many still remember the Fox fight ) . JAKE raises his,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0671,boo,booing,FIC,BangDrumSlowly,"was this tremendous ovation , cheering from the Mammoth fans and",booing,"from Brooklyn , for they always hated Red in Brooklyn , and",0,,1,1,1,0,primary coding rule
mgc0672,boo,booing,MAG,Harpers,"the scrubwomen , came to thewindows and hollered down to the",booing,Bohunks . But the Bohunks did n't hear what they said ;,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0673,shoo,shooed,FIC,VoiceInWilderness,mistake into the outermost courts of heaven and ought to get,shooed,out . He always looked at the rose-wreathed curtains with a,0,,1,1,1,1,primary coding rule
mgc0674,boo,booed,MAG,Nation,"#Graham crusade here in May , he was picketed and",booed,", and a number of students and several faculty members were",0,,1,1,1,0,primary coding rule
mgc0675,boo,boos,FIC,Play:BoyTimesMan,I 'm going to give him and the other little jig-a,boos,an old fashioned professional butt beatin ' . BRENDA You better,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0676,boo,boos,MAG,ESPN,"But strangely , the majority of the spectators drowned out the",boos,with applause every time Davis made a play . And that occurred,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0677,boo,booed,MAG,SportsIll (1),#and I have never seen a white guy get,booed,"in the Stadium , "" he said after the game , apparently",0,,1,1,1,0,primary coding rule
mgc0678,shoo,shooing,FIC,GoodeysLastStand,a retired hubcap thief in an oversized doorman 's coat was,shooing,black kids away from the display pictures out front . Tina 's,0,,1,1,1,0,primary coding rule
mgc0679,shoo,shooed,TV/MOV,Daktari,"saying , "" Sure , sure , Hedley "" - and",shooed,"me out of the lab . - Oh , wait a minute",0,,1,1,1,0,primary coding rule
mgc0680,shoo,shooing,FIC,VisiblesNovel,""" Go on , "" my father said , making a",shooing,"motion with his hands . # When we reached the roof ,",1,adjectival use without recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0681,shoo,shooed,FIC,Thirst,on a rolling scroll the humidity behind the glass . Nula,shooed,her away from it . The two girls began to jog toward,0,,1,1,1,1,primary coding rule
mgc0682,shoo,shooing,FIC,SouthernRev,the premature baby who had weighed eight pounds . She was,shooing,"some grandkids now . # "" What I remember , Tate ,",0,,1,1,1,0,primary coding rule
mgc0683,ooh,oohing,MAG,Harpers,"you think of birdwatching , you think of little old ladies",oohing,and aahing over a Vermilion Flycatcher . I do n't have anything,0,,1,1,1,1,primary coding rule
mgc0684,boo,booed,FIC,Play:TwoMarriages,"#important . SERGEI DIAGHELIFF The public , the paying public",booed,it . VASLAV NIJINSKY It 's new . It was not understood,0,,1,1,1,0,primary coding rule
mgc0685,ooh,oohed,FIC,Communities,"he 's mine . "" Ten years earlier her women friends",oohed,"and aahed over her boy-toy , Darren , 26 to her 36",0,,1,1,1,1,primary coding rule
mgc0686,shoo,shooed,FIC,Harpers,did have tea and some pudding . As Clare spoke he,shooed,"the cat from the parlor sofa and picked up a doll ,",0,,1,1,1,1,primary coding rule
mgc0687,boo,booed,NEWS,Chicago,#Bears all those years and the Packers fans had always,booed,"me relentlessly , I was surprised at the welcome I got .",0,,1,1,1,1,primary coding rule
mgc0688,boo,boos,MAG,Time,leaders to adopt reforms . His candor was greeted with,boos,", jeers and catcalls . # "" I want to help you",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0689,shoo,shooing,FIC,SummerPlace,"parked by Mr. Caulfield 's office , and a master was",shooing,the boys away from that part of the quadrangle . John headed,0,,1,1,1,1,primary coding rule
mgc0690,shoo,shooing,FIC,MaidasLittleShop,", "" Dicky explained . He gathered up the dresses and",shooing,"Betsy ahead of him , followed her into the yard . """,0,,1,1,1,0,primary coding rule
mgc0691,boo,booing,MAG,NewRepublic,the losers . Again we are wrong if we think the,booing,"of Rockefeller , the open contempt for the Negro delegates , were",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0692,boo,boos,FIC,Yearling,and rushed him to the door amid cheers and stomps and,boos,. When the three had returned to their seats old Charley Stet,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0693,shoo,shooed,FIC,Bk:TerrorTaffeta,now that he was devoid of anyone to ush . I,shooed,"him down the aisle as I mouthed , "" Go ! Go",0,,1,1,1,1,primary coding rule
mgc0694,boo,booed,FIC,BookFate,"#came for a NASCAR race , members of the crowd",booed,". In 2004 , when President Bush arrived with legendary driver",0,,1,1,1,0,primary coding rule
mgc0695,boo,booed,MAG,Time,#mention Soviet missiles at this week 's rally was loudly,booed,", then voted down . A motion calling for a "" nonviolent",0,,1,1,1,0,primary coding rule
mgc0696,shoo,shooed,NEWS,Chicago,Mr. Bible and the policemen opened a lot of windows and,shooed,the frantic bird into the great outdoors . The police squad went,0,,1,1,1,1,primary coding rule
mgc0697,boo,booed,FIC,ReturnParadise,"#, the English were razzed worse than the Giants are",booed,in Brooklyn . Books were written and there was some talk of,0,,1,1,1,1,primary coding rule
mgc0698,wow,wowing,MAG,SatEvePost,"#Lucy is doing her thing again , and she is",wowing,them today just as she always has . There is an au,0,,1,1,0,1,primary coding rule
mgc0699,boo,booing,FIC,BangDrumSlowly,"looked around , but I could not tell what they were",booing,at . It was quite crazy . I telephoned back to the,0,,1,1,1,1,primary coding rule
mgc0700,boo,booing,FIC,Mov:SetUpThe,in a sling . They fall in a clinch . The,booing,and stamping increases . PAN TO Stoker 's corner . Red is,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0701,wow,wowed,NEWS,SanFran,"#(Food Lovers Network ) . Charles Solomon , who",wowed,"folks with his refined food at Geordy 's , opened the Heights",0,,1,1,0,0,primary coding rule
mgc0702,boo,boos,MAG,Vanity Fair,"movie , the real hell is other people . As lusty",boos,bounced off the walls of the Venice press screening theater,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0703,boo,boos,MAG,Sports Illustrated,cadre of Pittsburgh fans that showered San Jose 's bus with,boos,at the team hotel two days earlier had been received with,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0704,shoo,shooed,FIC,ICanGetItYouWholesale,"said , raising his voice . "" Shoo ! "" They",shooed,". "" What 's up ? "" he said . "" I",0,,1,1,1,0,primary coding rule
mgc0705,boo,boos,FIC,UnderEyeStorm,"another station , and at the cutting off of the music",boos,and groans came down the steps from the others . It was,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0706,shoo,shoos,FIC,KenyonRev,migrate to the motorhome with their laptops and binders . Bill,shoos,"them back to the dusty house , saying , "" Let 's",0,,1,1,1,1,primary coding rule
mgc0707,boo,boos,NEWS,NYT,Giants ' defense was shoved out of the way . #,Boos,"were the least of worries for the Giants , who fell to",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0708,shoo,shooing,FIC,Fan Fic,"seeing that I was trying to keep myself together , already",shooing,"Chubs towards the exit . "" We 'll close the door on",0,,1,1,1,0,primary coding rule
mgc0709,wow,wows,FIC,Analog,"Like time-lapse video of something being dissolved running backward. "" # "" It still",wows,me to see it. This kind of work doesn't really give me any,0,,1,1,0,1,primary coding rule
mgc0710,ooh,oohing,FIC,ParableAboutKing,"Main Street , they reached a crowd of people who were",oohing,and ahhing over something . The children shoved and pushed their,0,,1,1,1,1,primary coding rule
mgc0711,boo,booing,MAG,NewYorker,the Colonial 's was the gallery which had the distinction of,booing,"from its stage the great Yvette Guilbert , then , ten years",0,,1,1,1,0,primary coding rule
mgc0712,wow,wowed,NEWS,Chicago,"#quartet of Bears who participated in the clinic , was",wowed,". # "" Geez , "" he said . "" I think",0,,1,1,0,1,primary coding rule
mgc0713,boo,boos,FIC,Ploughshares,champagne as a forty-five of the Kingston Trio came on to,boos,"and hisses . "" In our house . It was a man",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0714,boo,boos,MAG,Time,orator on the platform . At will the plump priest changed,boos,"for the "" prostituted press "" to resounding cheers for assembled",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0715,shoo,shoos,FIC,Commentary,"bird 's eggs . As the Torah commands , the boy",shoos,"the mother bird . "" If , along the road , you",0,,1,1,1,1,primary coding rule
mgc0716,boo,boos,MAG,Time,to rise . The cheer turned to silence and then to,boos,"as the stock , like a plane that has suddenly stalled ,",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0717,boo,booed,MAG,Time,#. But the audiences that cheered and wept over Cavalleria,booed,and hissed its pedantic successors . # Tribute Applause . The,0,,1,1,1,0,primary coding rule
mgc0718,boo,booing,NF/ACAD,TasteAmerica,"boos broke from the floor , to be lost in louder",booing,"from the galleries . But when Wallace sounded his "" busin """,0,,1,1,1,0,primary coding rule
mgc0719,wow,wowed,MAG,Time,"# 323997 Champignon and all , Mitterrand is",wowed,"by the U.S. # Behind his back , some of his entourage",0,,1,1,0,1,primary coding rule
mgc0720,shoo,shoos,NF/ACAD,Poetry,# I try to shout more questions as a coast guard,shoos,our gnat of a white boat away . Pino complies . I,1,unclear or non-verbal use,0,0,0,0,excluded by primary coding rule
mgc0721,boo,booed,MAG,Time,#new material ; others (the true believers ) have,booed,it . But all cheer when the Millennium Falcon zaps into,0,,1,1,1,0,primary coding rule
mgc0722,boo,booing,FIC,MagnoliaStreet,sweeties the pockets of Nellie Tawnie . Mr. Emmanuel heard the,booing,as he cone in late from his distant excursion in aid of,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0723,ooh,oohs,FIC,Play:CrossSword,"if he were the source of this light. The Indian children give out """,oohs,""" and "" ahs "" at the sight. During a gap in the music",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0724,shoo,shooing,MAG,OutdoorLife,"comes with an improved cylinder tube , which is fine for",shooing,"slugs , and other choke tubes are available for buckshot hunters",0,,1,1,1,0,primary coding rule
mgc0725,boo,booed,FIC,Bk:ThereWasCrookedMan,## The nice people cheered . The Jump ! crowd,booed,. And the Go Johnnie Go bunch dissolved into the restaurant to,0,,1,1,1,0,primary coding rule
mgc0726,shoo,shooed,FIC,SilentThunder,to move into the cooler regions of the highland . Mothers,shooed,"away persistent children , so they could work steadily on ,",0,,1,1,1,1,primary coding rule
mgc0727,boo,booed,MAG,RollingStone,"#. Morris has walked out on that stuff , even",booed,"it on occasion . I HATE modern dance , ' he 'll",0,,1,1,1,0,primary coding rule
mgc0728,shoo,shooing,FIC,Analog,", find ' em , dog . "" Helma made a",shooing,motion . # Cole looked up quizzically and whimpered . # Jadey,1,adjectival use without recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0729,boo,booed,FIC,SouthernRev,#gaze at the shapes their mouths made . When they,booed,"at my intros , they looked like they were about to apply",0,,1,1,1,0,primary coding rule
mgc0730,wow,wowed,NEWS,CSMonitor,#: Aug. 4 658446 # While most viewers will be,wowed,"by stunning athletic performers at the Olympics , what they may",0,,1,1,1,0,primary coding rule
mgc0731,boo,boos,NF/ACAD,BookSports,"they cast them . Those , whose quoits hit l6 THE",BOOS,"OF SPORTS . of the bands , or moving the toes from",1,proper-name/metalinguistic/non-target use,0,0,0,0,excluded by primary coding rule
mgc0732,wow,wowed,MAG,Americas,"#Rising Star Award at this year 's Gala , Ramos",wowed,the crowd with a Spanish tango collection of ruffled tops and,0,,1,1,1,1,primary coding rule
mgc0733,ooh,oohed,NEWS,NYT-Reg,"the convention on the first two days , came forward and",oohed,"the crowd to join him in singing "" The Long , Long",1,OCR or unclear context,0,0,0,0,excluded by primary coding rule
mgc0734,boo,boos,FIC,Sun-UpOtherPoems,the earth holds tight and the grass falls down and wind,boos,over it . Wind whistles the bees -- bees too busy with,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0735,ooh,oohing,FIC,NeeceysLullaby,", laughing , running , waving at bus drivers , and",oohing,"over fancy cars-Buicks , Chevrolets , or Cadillacs that soared",0,,1,1,1,1,primary coding rule
mgc0736,wow,wows,NF/ACAD,JIssuesNursing,. Nurses cited instant real-time charting as a key time saver. Use of the,WOWs,"also allowed nurses to spend more time in the patients' rooms, thereby reducing",1,noun or non-verbal use,0,0,0,0,excluded by primary coding rule
mgc0737,shoo,shooing,FIC,DredATaleGreat,"nothing ! "" said Tiff , finding that his vigorous """,shooing,""" only scared the whole flock in , instead of admonishing them",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0738,ooh,oohing,NEWS,CSMonitor,went well . Lots of ladies came . I heard them,oohing,and ahing about the library especially . Don ' t worry .,0,,1,1,1,1,primary coding rule
mgc0739,boo,boos,MAG,Nation,"of Clemenceau was , mentioned , and the hall burst into",boos,and hisses and catcalls . For the proletariat of France does not,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0740,boo,booed,FIC,Size14IsNotFat,"#not . See above , re : fear of being",booed,off the stage ) ? Or do I just laugh and say,0,,1,1,1,1,primary coding rule
mgc0741,shoo,shooed,FIC,FantasySciFi,"Thanks , but no thanks . "" "" Still- "" I",shooed,her away with a hundred dollar tip . There was nothing wrong,0,,1,1,1,1,primary coding rule
mgc0742,shoo,shoos,TV/MOV,Saratoga Trunk,tied to her apron strings . Mother 's useful . She,shoos,"the women away , and i let her . But when there",0,,1,1,1,1,primary coding rule
mgc0743,boo,booing,MAG,SatEvePost,"are recruiting for Communism , fomenting strikes and jeering ,",booing,"and hissing the American flag . "" Maybe he 's counting on",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0744,shoo,shooing,FIC,Fan Fic,"about ready . "" Maxine gave Sam a quick hug before",shooing,her and Jake towards the bathroom down the hall . # Over,0,,1,1,1,1,primary coding rule
mgc0745,boo,booing,TV/MOV,All the King's Men,You 're scared . - Get out ! - They 're,booing,"me too . I built this for those dirty ... Thattaboy ,",0,,1,1,1,0,primary coding rule
mgc0746,shoo,shoos,MAG,Time,"answer questions , the House once more resounded with boos and",shoos,. It is common knowledge that the gallant major looks like a,1,OCR/proper-name/non-target use,0,0,0,0,excluded by primary coding rule
mgc0747,shoo,shooed,FIC,Ploughshares,". When Thrip tried to help load the parts , Marni",shooed,"him upstairs . "" There 's cool stuff on the walls ,",0,,1,1,1,1,primary coding rule
mgc0748,boo,boos,FIC,Harpers,", Martin Isaac . "" There were cheers . A few",boos,". The fat guy had out a credit card , and was",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0749,boo,booing,TV/MOV,Bob's Burgers,"Fair . All : Boo ! No , no , no",booing,". No booing mort . You know him , too . He",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0750,boo,booed,TV/MOV,61*,#n't matter what the truth is . I still get,booed,for that . - What do you do ? You just get,0,,1,1,1,0,primary coding rule
mgc0751,boo,boos,NEWS,NYT-Reg,they lined up on the curbs . There were a few,boos,"for the Governor , but many more cheers . In some places",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0752,boo,boos,MAG,ESPN,"responded with a mixture of boos and cheers , with the",boos,being perhaps more pronounced . # The crowd jeered Davis every,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0753,boo,boos,FIC,Mov:SetUpThe,... and genn-el-men ... (crowd responds with waves of,boos,) PAN TO -- CLOSE SHOT -- announcer . He is a,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0754,boo,booed,MAG,Nation,"#accused of collaboration in July , after he was roundly",booed,for such comments at a funeral for fifteen black youths in,0,,1,1,1,1,primary coding rule
mgc0755,boo,booed,MAG,Time,"#Edward ("" Silo Charlie "" ) Coughlin , loudly",booed,"President Roosevelt ( "" Rosenfeld "" to Bund speakers ) . Ejected",0,,1,1,1,0,primary coding rule
mgc0756,boo,booing,FIC,ColorPurple,bicycle around the stage for about five minutes . When the,booing,"became too much for him to bear , he screwed up his",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0757,shoo,shoos,FIC,ContempFic,"the parlor . The pale birds swoop . Madame grimaces ,",shoos,them away . More and more now every day . Code word,0,,1,1,1,1,primary coding rule
mgc0758,shoo,shooing,FIC,FantasySciFi,"For some reason , he always chose to join Retsler in",shooing,the gulls away . And then holding watch over the ruined mass,0,,1,1,1,1,primary coding rule
mgc0759,boo,booed,MAG,Time,"#meeting , from Boston to Tulsa . Rocky was ignominiously",booed,". # That was a mere four months ago . Today ,",0,,1,1,1,0,primary coding rule
mgc0760,boo,booed,NEWS,Chicago,"#in the somber expanse of the courtroom , leered and",booed,". There was even , in low voices , a grumbling from",0,,1,1,1,0,primary coding rule
mgc0761,ooh,oohing,TV/MOV,Man Up,"different project that we can do together . ( All """,oohing,""" and "" aahing "" ) Not ... that . (under_breath",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0762,shoo,shooing,FIC,SouthernRev,his summers there . He recalled sitting on her porch and,shooing,bluejays out of the fig tree that grew at one end .,0,,1,1,1,0,primary coding rule
mgc0763,shoo,shooed,FIC,AntiochRev,"had my new number . New phone in hand , I",shooed,"him off , "" Now leave . "" He kissed my cheek",0,,1,1,1,1,primary coding rule
mgc0764,shoo,shooing,FIC,RoadTamazunchale,"shepherd jerked to his feet and rushed at the animals ,",shooing,them up through the brush and trees . In seconds they were,0,,1,1,1,1,primary coding rule
mgc0765,boo,boos,NEWS,USAToday,"a 16-14 lead on Alex Henery 's 21-yard field goal ,",boos,"rained down at Lincoln Financial Field . # "" That 's crazy",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0766,boo,booing,MAG,Time,become such a maladroit lover that he caught a peeping Tom,booing,"him . His wife "" cut me down to once a month",0,,1,1,1,1,primary coding rule
mgc0767,boo,boos,FIC,LucyCrown,"vessel apart , but we greeted his conciliatory wavings with more",boos,". He went to T. Wallace , doubtless to ask him to",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0768,boo,booed,NEWS,NYT-Reg,"#primaries as recently as 1950 , but their argument was",booed,", and ignored in the final voting , With thirty-one contests",0,,1,1,1,1,primary coding rule
mgc0769,wow,wowed,FIC,LoveIsEternal,"#, you damn ' dunderhead ) Want us to git",Wowed,"clear out o ' the river ? "" The sweating and oil-smeared",1,non-verbal vocalization,0,0,0,0,excluded by primary coding rule
mgc0770,boo,boos,NF/ACAD,GameShadowsBarry,In park after park they were greeted with a cascade of,boos,. Many fans just stayed away . Attendance in 1995 was down,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0771,shoo,shooed,FIC,WorldWithoutEnd,"work . As the Americans left , the consul 's wife",shooed,them away and back to the screen . The twenty-four dollars stayed,0,,1,1,1,1,primary coding rule
mgc0772,boo,boos,FIC,Mov:MajorLeague,the ball missing him by inches . The stadium explodes with,BOOS,", but as soon as Taylor picks himself up , the crowd",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0773,shoo,shooing,FIC,FantasySciFi,"the hall , at the front door , Schnabel was still",shooing,Lennie and Anja out into the sundrenched yard . Lennie stepped,0,,1,1,1,0,primary coding rule
mgc0774,boo,booed,FIC,FarriersLane,#into the spirit of the thing right away . I,booed,the green knight and called him some awful names until a man,0,,1,1,1,1,primary coding rule
mgc0775,shoo,shooed,MAG,Time,""" to protect their morals . "" The men were """,shooed,"off "" without having their names and addresses printed by the",0,,1,1,1,1,primary coding rule
mgc0776,shoo,shooing,FIC,Essence,"stepped around a fresh pile of horse droppings . Then ,",shooing,away a fat green-and-black fly with a quick fan of her,0,,1,1,1,1,primary coding rule
mgc0777,ooh,oohs,MAG,Cosmopolitan,"Your Lover With Words (Bantam, 1996). Sometimes all it takes is",oohs,"and aahs to etch yourself into his memory forever. Maggie Gallagher, a 26-year-old",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0778,boo,booed,NEWS,CSMonitor,# 19760825_3 txt Jimmy Carter Tuesday was loudly,booed,by delegates to the American Legion national convention as he,0,,1,1,1,0,primary coding rule
mgc0779,shoo,shooing,FIC,GiftDragons,"reprehensible . People were always calling him "" babe "" and",shooing,"him away as being "" too small "" or "" too young",0,,1,1,1,1,primary coding rule
mgc0780,boo,booed,MAG,Time,"#220399 In Manhattan , a suddenly patriotic mob of pedestrians",booed,", hissed , cried : "" If you were a man we",0,,1,1,1,0,primary coding rule
mgc0781,boo,boos,MAG,Time,for terriers in the last 40 Westminster shows ; and the,boos,almost drowned out the applause . But even with Warlord 's defeat,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0782,wow,wows,NEWS,Houston,"baked goods are all-natural and suitable for human consumption, although Immel confessed "" Ciao",Wows,", "" "" Dipped Delights "" and "" Itty Bitty Scary Kitties "" are an",1,noun/proper-name/acronym use,0,0,0,0,excluded by primary coding rule
mgc0783,boo,boos,MAG,SportsIll,the elevator of the West Coast Salt Lake Hotel with the,boos,"of 16,500 fans still ringing in her ears . She 'd already",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0784,boo,boos,NEWS,CSMonitor,was a great roar of noise . There were hisses and,boos,and applause and the pandemonium from the galleries as the,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0785,boo,booed,FIC,LetterLaw,"#One by one the natives nudged one another , and",booed,", and guffawed , until the rising tide of racket drowned out",0,,1,1,1,0,primary coding rule
mgc0786,boo,booing,MAG,Time,", keeps the store ? "" # # Braved a possible",booing,"at Little Rock , Ark. , instead was warmly applauded for firmly",0,,1,1,1,0,primary coding rule
mgc0787,shoo,shooing,MAG,Time,"who spend winters around potbellied stoves , summers",shooing,"away tourists , and election day pulling G.O.P. levers . Fed by",0,,1,1,1,1,primary coding rule
mgc0788,boo,boos,MAG,Time,quick kill . # So let 's hear all the old,boos,", all the dirty sneers . Paste a sticker proclaiming STAMP OUT",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0789,wow,wows,FIC,Play:StickHorse,was finding something pretty to wear that night. We'd stomp-dance at the pow,wows,. Or we'd drink at Factor's. You and your former husband.,1,noun/proper-name/acronym use,0,0,0,0,excluded by primary coding rule
mgc0790,shoo,shooed,FIC,ParisOne,News . Here the kids were selling something else . Abdul,shooed,away the first two or three who came by until Winslow held,0,,1,1,1,1,primary coding rule
mgc0791,wow,wowed,FIC,Bk:LassiterNovel,#eyes or playful smile . Nada . Maybe if I,wowed,"her in closing argument , she 'd lighten up and slip me",0,,1,1,0,1,primary coding rule
mgc0792,shoo,shooed,FIC,Play:AuntMahalysCabin,like a fool . DEPUTY Quietly . Nothing but birds I,shooed,"out of there . SHERIFF Mebbe so , but it might have",0,,1,1,1,1,primary coding rule
mgc0793,wow,wowed,MAG,Parenting,# 408415 They 're the champs-the classic toys that,wowed,kids back then and continue to knock them out now . We,0,,1,1,0,0,primary coding rule
mgc0794,shoo,shooed,FIC,HermanHadTwoDaughters,Walter 's garage in Brookfield Heights . Durgin 's honest cops,shooed,"the kids away . Mornings , Celia stood beside the ruin ,",0,,1,1,1,1,primary coding rule
mgc0795,boo,booed,NF/ACAD,ArtBulletin,"#? They surrounded us , they followed us , they",booed,", they applauded ; fear , joy , succeeded each other on",0,,1,1,1,0,primary coding rule
mgc0796,shoo,shooing,FIC,LotteryAdventures,"every-day . No one moved there except for Mrs. Brewer ,",shooing,her young ones out of sight . He could n't see another,0,,1,1,1,1,primary coding rule
mgc0797,shoo,shooed,FIC,Harpers,"still irritated , explained it to Maggie , but she merely",shooed,"him back to his slide rule . Yet , two hours later",0,,1,1,1,1,primary coding rule
mgc0798,boo,boos,NEWS,Chicago,rose to place Dole 's name in nomination . A few,boos,"were heard , some delegations stayed in their seats , and many",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0799,wow,wowed,MAG,PopScience,#update Robo-Vac Is Finally Here Eureka,wowed,us three years ago with a robotic vacuum that not only swept,0,,1,1,0,1,primary coding rule
mgc0800,ooh,oohed,FIC,SouthernRev,"cake , dazzling with sparklers instead of candles , and Harold",oohed,and aahed and slapped at the sparks swarming his legs like,0,,1,1,1,1,primary coding rule
mgc0801,boo,booed,MAG,Time,"#, Domingo Ortega , Manolo Bienvenida . But Beziers Aficionados",booed,", hooted , threw bottles , for Bziers is stalwartly proletarian",0,,1,1,1,0,primary coding rule
mgc0802,boo,booed,MAG,Time,"#again . McNamara , "" Iron Man , "" was",booed,"all through the race . Brocco , 43-year old champion trying to",0,,1,1,1,1,primary coding rule
mgc0803,boo,booing,MAG,Time,. Even the tea-sippers in the pavilion joined in the vulgar,booing,". What was cricket coming to ? # After the match ,",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0804,boo,boos,NEWS,NYT-Reg,"Kimlin had been married twice , her first husband being Adam",Boos,", a prominent business man . None of the incoming boats from",1,proper-name/metalinguistic/non-target use,0,0,0,0,excluded by primary coding rule
mgc0805,boo,booing,FIC,Bk:WhenDevilDoesnt,when he came out onto the balcony . The crowd started,booing,", and he waited for a moment for the noise to stop",0,,1,1,1,0,primary coding rule
mgc0806,shoo,shooed,FIC,IvoryMischief,"weeping mistress to her own room . After that , she",shooed,"away the remainingservants , who had naturally not had the",0,,1,1,1,1,primary coding rule
mgc0807,boo,booing,MAG,Time,". He said , "" Wait a minute . I was",booing,", too . You blew that call . I do take it",0,,1,1,1,1,primary coding rule
mgc0808,shoo,shoos,FIC,Mov:BlueSky,sleeping . Carly appears at the door . The M.P .,shoos,Becky a look and strides past the girls to hand the envelope,1,OCR/proper-name/non-target use,0,0,0,0,excluded by primary coding rule
mgc0809,boo,boos,NEWS,CSMonitor,"allegations against the administration , he was greeted with",boos,". Mr. Lipshutz nonetheless persisted , accusing the Senator of",1,noun use,0,0,0,0,excluded by primary coding rule
