coding_id,token_id,family,term,kwic_line,doc_id,year,decade,genre,source,left,target,right,context
mgc0629,mg0417,boo,booing,184,10616,1976,1970,FIC,yyy,"replaced with quite a number of jeers , whistles , and",booing,". Emma looked at me in amazement . "" They have turned","replaced with quite a number of jeers , whistles , and booing . Emma looked at me in amazement . "" They have turned"
mgc0630,mg1335,wow,wowed,16,385756,1997,1990,MAG,Ms,"#leapt . (Yes , leapt-I am still a teenager",wowed,"by rock stars . ) I expected an original , insightful article","#leapt . (Yes , leapt-I am still a teenager wowed by rock stars . ) I expected an original , insightful article"
mgc0631,mg0095,boo,booed,183,10336,1955,1950,FIC,BangDrumSlowly,"#not hit a home run , and then they actually",booed,Sid himself in the seventh when he reached across the plate and,"#not hit a home run , and then they actually booed Sid himself in the seventh when he reached across the plate and"
mgc0632,mg0556,boo,boos,207,162130,1947,1940,MAG,Time,"Street Station , some 300 of them swung into action with",boos,", jeers and taunting placards ("" Taft 's G.O.P. is not","Street Station , some 300 of them swung into action with boos , jeers and taunting placards ("" Taft 's G.O.P. is not"
mgc0633,mg0671,boo,boos,133,124496,1983,1980,MAG,SportsIll,// There are two sure signs that Murphy has arrived .,Boos,"now greet him on the road , although they are more respectful","// There are two sure signs that Murphy has arrived . Boos now greet him on the road , although they are more respectful"
mgc0634,mg0715,boo,boos,224,47960,2003,2000,FIC,Ploughshares,"conductor . "" What 's going on ? "" # """,Boos,", "" said the conductor . "" Boos . "" # ""","conductor . "" What 's going on ? "" # "" Boos , "" said the conductor . "" Boos . "" # """
mgc0635,mg1442,wow,wows,11,23878,1971,1970,FIC,Harpers,"room they must be in command, no grooving on color and form, no",wows,"from them, but precision, and only after can they let filter up the","room they must be in command, no grooving on color and form, no wows from them, but precision, and only after can they let filter up the"
mgc0636,mg0308,boo,booing,203,299632,1925,1920,MAG,Time,"crowd was indignant , stormed about the ringside , hooting ,",booing,". # The last fall was quickly decided . Lewis appeared ,","crowd was indignant , stormed about the ringside , hooting , booing . # The last fall was quickly decided . Lewis appeared ,"
mgc0637,mg0686,boo,boos,209,335256,1987,1980,MAG,Time,". "" He smiled and raised a defiant fist . More",boos,", more hoots . Somebody spat at him . PALME D'OR SCANDALE",". "" He smiled and raised a defiant fist . More boos , more hoots . Somebody spat at him . PALME D'OR SCANDALE"
mgc0638,mg0915,shoo,shooed,60,10169,1943,1940,FIC,DawnsEarlyLight,"her hoop , Aunt Anabel turned her back on Julian and",shooed,"her charges towards the cloakroom . Of course , if he had","her hoop , Aunt Anabel turned her back on Julian and shooed her charges towards the cloakroom . Of course , if he had"
mgc0639,mg1044,shoo,shooed,79,51168,2006,2000,FIC,FantasySciFi,"trotting up , eager to smell the stranger , till Susan",shooed,him into the kitchen . She then led the Wattesoon out into,"trotting up , eager to smell the stranger , till Susan shooed him into the kitchen . She then led the Wattesoon out into"
mgc0640,mg0788,ooh,oohing,21,454864,1936,1930,MAG,Atlantic,harbor . The customs inspection is thorough . They are !,oohing,for money being smuggled out of the country . Bill no one,harbor . The customs inspection is thorough . They are ! oohing for money being smuggled out of the country . Bill no one
mgc0641,mg1252,shoo,shoos,21,678586,1909,1900,NEWS,NYT-Reg,and his skull fractured . BOY DIES SAVING A DOG .,Shoos,"Neighborhood Pet Off Track , but Trips and Is Run Over Himself","and his skull fractured . BOY DIES SAVING A DOG . Shoos Neighborhood Pet Off Track , but Trips and Is Run Over Himself"
mgc0642,mg0953,shoo,shooed,62,10565,1973,1970,FIC,After,""" When she learns how to spell . "" Miss A",shooed,"her from the room . As she went into the hall ,",""" When she learns how to spell . "" Miss A shooed her from the room . As she went into the hall ,"
mgc0643,mg1196,shoo,shooing,52,30402,2004,2000,FIC,MadeleineIsSleeping,"groin . Go away ! he exclaimed , like a woman",shooing,hens . Go away this instant ! Charlotte hurriedly shut the door,"groin . Go away ! he exclaimed , like a woman shooing hens . Go away this instant ! Charlotte hurriedly shut the door"
mgc0644,mg0055,boo,booed,259,179601,1942,1940,MAG,Time,"#was speaking against its policy publicly , though hissed and",booed,". Dawn , the organ of the Moslem League , which represents","#was speaking against its policy publicly , though hissed and booed . Dawn , the organ of the Moslem League , which represents"
mgc0645,mg0192,boo,booed,69,668828,1987,1980,NEWS,Chicago,"#reinstatement until February . . . . Chuck Person ,",booed,"by Indiana Pacer fans when he was drafted , has been named","#reinstatement until February . . . . Chuck Person , booed by Indiana Pacer fans when he was drafted , has been named"
mgc0646,mg0907,shoo,shooed,120,10101,1938,1930,FIC,ListeningHouse,before I went into that . As politely as possible I,shooed,Mrs Halloran into the parlor to tell her triumphs to Mrs Tewman,before I went into that . As politely as possible I shooed Mrs Halloran into the parlor to tell her triumphs to Mrs Tewman
mgc0647,mg0882,shoo,shooed,49,3420,1921,1920,FIC,GraceHarlowesOverland,"you finish this journey . "" Joe took a broom and",shooed,Henry out into the yard . A scream out there followed almost,"you finish this journey . "" Joe took a broom and shooed Henry out into the yard . A scream out there followed almost"
mgc0648,mg1329,wow,wowed,19,606758,1994,1990,NEWS,WashPost,"#a $ 2,000 check to the Glendening campaign after being",wowed,by the county government 's efforts to expedite his consulting,"#a $ 2,000 check to the Glendening campaign after being wowed by the county government 's efforts to expedite his consulting"
mgc0649,mg1000,shoo,shooed,70,25019,1993,1990,FIC,ChimesAlyafaleyn,"go find Meynoc . "" "" But Pappa ? "" Hwyllum",shooed,"him away . At the corner of the house , Tamborel paused","go find Meynoc . "" "" But Pappa ? "" Hwyllum shooed him away . At the corner of the house , Tamborel paused"
mgc0650,mg0554,boo,boos,132,709339,1946,1940,NEWS,NYT-Reg,"his limousine he got an ovation , with a few shrill",boos,"mixed in , from a crowd estimated at , 11,000 persons by","his limousine he got an ovation , with a few shrill boos mixed in , from a crowd estimated at , 11,000 persons by"
mgc0651,mg1398,wow,wowed,31,5024057,2019,2010,NEWS,USA TODAY,"#Four was bittersweet . The 6-foot-7 , 285-pound freshman who",wowed,college basketball fans all season long was honored with two,"#Four was bittersweet . The 6-foot-7 , 285-pound freshman who wowed college basketball fans all season long was honored with two"
mgc0652,mg1246,shoo,shooing,130,5250045,2018,2010,FIC,Fan Fic,". # "" My witty boys , "" Susannah laughed ,",shooing,them away from her chair so she could begin to turn herself,". # "" My witty boys , "" Susannah laughed , shooing them away from her chair so she could begin to turn herself"
mgc0653,mg1265,shoo,shoos,11,194272,1952,1950,MAG,Time,"When Hlene wanders to the kitchen for companionship , the maid",shoos,"her out , tells her : "" Masters are masters and servants","When Hlene wanders to the kitchen for companionship , the maid shoos her out , tells her : "" Masters are masters and servants"
mgc0654,mg1356,wow,wowed,104,80767,2002,2000,MAG,SportsIll,#about short-track came to Salt Lake City ready to be,wowed,". "" People already think these are Apolo 's Olympics , ""","#about short-track came to Salt Lake City ready to be wowed . "" People already think these are Apolo 's Olympics , """
mgc0655,mg0288,boo,booing,178,7350,1836,1830,FIC,PartisanLeader,", convinced him that more was to be got by """,booing,", "" and resolute subserviency and flattery of the great , than",", convinced him that more was to be got by "" booing , "" and resolute subserviency and flattery of the great , than"
mgc0656,mg0036,boo,booed,64,142130,1937,1930,MAG,Time,"#arrests during the distribution of prizes , police were roundly",booed,"by Chicago cinema audiences . In one theatre , the winner of","#arrests during the distribution of prizes , police were roundly booed by Chicago cinema audiences . In one theatre , the winner of"
mgc0657,mg0063,boo,booed,266,707564,1944,1940,NEWS,NYT-Reg,"#passage , members on the Republican side of the aisle",booed,. Laughter broke out from the same quarter as the President,"#passage , members on the Republican side of the aisle booed . Laughter broke out from the same quarter as the President"
mgc0658,mg0587,boo,boos,112,60316,1958,1950,MAG,SportsIll,Pro Pancho Segura announced himself in favor of both cheers and,boos,from the grandstand . And it may be noted in summation that,Pro Pancho Segura announced himself in favor of both cheers and boos from the grandstand . And it may be noted in summation that
mgc0659,mg0135,boo,booed,116,727900,1969,1960,NEWS,NYT-Reg,"#a park in Flushing , two dozen women and children",booed,"him , and chanted : "" We want Marchi . Get out","#a park in Flushing , two dozen women and children booed him , and chanted : "" We want Marchi . Get out"
mgc0660,mg0148,boo,booed,83,283082,1972,1970,MAG,Time,#against American Smelting and has consequently been,booed,"by workers fearful of the plant 's shutting down , is going","#against American Smelting and has consequently been booed by workers fearful of the plant 's shutting down , is going"
mgc0661,mg1425,wow,wowing,32,780521,2005,2000,FIC,Mov:Brick,#show it . # 76 # # PIN # Pow,wowing,? # # BRENDAN # Just shooting the shat . # #,#show it . # 76 # # PIN # Pow wowing ? # # BRENDAN # Just shooting the shat . # #
mgc0662,mg1055,shoo,shooed,162,4085335,2010,2010,FIC,The Antioch Review,"tokens , later rearranging them with his eyes closed . He",shooed,"the dog ( whom he had tolerated until now , even though","tokens , later rearranging them with his eyes closed . He shooed the dog ( whom he had tolerated until now , even though"
mgc0663,mg0819,ooh,oohs,3,431652,1962,1960,MAG,SportsIllustrated,", even when the base runner wouldn't dream of advancing. It always draws",oohs,and ahs from the crowd. Clemente also has a habit of swinging wildly at,", even when the base runner wouldn't dream of advancing. It always draws oohs and ahs from the crowd. Clemente also has a habit of swinging wildly at"
mgc0664,mg0156,boo,booed,214,10580,1974,1970,FIC,LoveFeast,#rekindled as karmic concoction passed around . Dean Borden,booed,when he refuses . Booing billows as proctors follow Dean 's lead,#rekindled as karmic concoction passed around . Dean Borden booed when he refuses . Booing billows as proctors follow Dean 's lead
mgc0665,mg0996,shoo,shooed,68,649970,1991,1990,NEWS,NYT,"at last , Wickham swatted at the crumbling paper . Eliza",shooed,him away and then stared in surprise at the liner . For,"at last , Wickham swatted at the crumbling paper . Eliza shooed him away and then stared in surprise at the liner . For"
mgc0666,mg0973,shoo,shooed,148,10650,1979,1970,FIC,PassionPlay,"in their direction . Fanny quickly moved toward Dubin , who",shooed,"the animal away . "" At first I thought it was a","in their direction . Fanny quickly moved toward Dubin , who shooed the animal away . "" At first I thought it was a"
mgc0667,mg1368,wow,wowed,84,383135,2006,2000,MAG,Cosmopolitan,#of the biggest years of their professional lives and has,wowed,us with his achievements . Listen in as they bravely divulge the,#of the biggest years of their professional lives and has wowed us with his achievements . Listen in as they bravely divulge the
mgc0668,mg0712,boo,boos,65,648912,2003,2000,NEWS,NYT,chill of the day . They mustered one last wave of,boos,"as the Giants trudged toward their locker room , a place that","chill of the day . They mustered one last wave of boos as the Giants trudged toward their locker room , a place that"
mgc0669,mg0402,boo,booing,174,727330,1968,1960,NEWS,NYT-Reg,"spotlights playing upon them , most delegates cheering and some",booing,", they marched triumphantly from the balcony toward their share","spotlights playing upon them , most delegates cheering and some booing , they marched triumphantly from the balcony toward their share"
mgc0670,mg0667,boo,boos,181,16260,1980,1980,FIC,Mov:RagingBull,66 -- JAKE steps into the ring to both cheers and,boos,( many still remember the Fox fight ) . JAKE raises his,66 -- JAKE steps into the ring to both cheers and boos ( many still remember the Fox fight ) . JAKE raises his
mgc0671,mg0373,boo,booing,51,10336,1955,1950,FIC,BangDrumSlowly,"was this tremendous ovation , cheering from the Mammoth fans and",booing,"from Brooklyn , for they always hated Red in Brooklyn , and","was this tremendous ovation , cheering from the Mammoth fans and booing from Brooklyn , for they always hated Red in Brooklyn , and"
mgc0672,mg0334,boo,booing,39,470145,1938,1930,MAG,Harpers,"the scrubwomen , came to thewindows and hollered down to the",booing,Bohunks . But the Bohunks did n't hear what they said ;,"the scrubwomen , came to thewindows and hollered down to the booing Bohunks . But the Bohunks did n't hear what they said ;"
mgc0673,mg0875,shoo,shooed,139,3612,1916,1910,FIC,VoiceInWilderness,mistake into the outermost courts of heaven and ought to get,shooed,out . He always looked at the rose-wreathed curtains with a,mistake into the outermost courts of heaven and ought to get shooed out . He always looked at the rose-wreathed curtains with a
mgc0674,mg0140,boo,booed,224,488042,1970,1970,MAG,Nation,"#Graham crusade here in May , he was picketed and",booed,", and a number of students and several faculty members were","#Graham crusade here in May , he was picketed and booed , and a number of students and several faculty members were"
mgc0675,mg0703,boo,boos,7,14108,2000,2000,FIC,Play:BoyTimesMan,I 'm going to give him and the other little jig-a,boos,an old fashioned professional butt beatin ' . BRENDA You better,I 'm going to give him and the other little jig-a boos an old fashioned professional butt beatin ' . BRENDA You better
mgc0676,mg0757,boo,boos,177,5005045,2019,2010,MAG,ESPN,"But strangely , the majority of the spectators drowned out the",boos,with applause every time Davis made a play . And that occurred,"But strangely , the majority of the spectators drowned out the boos with applause every time Davis made a play . And that occurred"
mgc0677,mg0217,boo,booed,133,62710,1994,1990,MAG,SportsIll (1),#and I have never seen a white guy get,booed,"in the Stadium , "" he said after the game , apparently","#and I have never seen a white guy get booed in the Stadium , "" he said after the game , apparently"
mgc0678,mg1149,shoo,shooing,37,780160,1975,1970,FIC,GoodeysLastStand,a retired hubcap thief in an oversized doorman 's coat was,shooing,black kids away from the display pictures out front . Tina 's,a retired hubcap thief in an oversized doorman 's coat was shooing black kids away from the display pictures out front . Tina 's
mgc0679,mg0949,shoo,shooed,114,3554135,1969,1960,TV/MOV,Daktari,"saying , "" Sure , sure , Hedley "" - and",shooed,"me out of the lab . - Oh , wait a minute","saying , "" Sure , sure , Hedley "" - and shooed me out of the lab . - Oh , wait a minute"
mgc0680,mg1215,shoo,shooing,88,36512,2009,2000,FIC,VisiblesNovel,""" Go on , "" my father said , making a",shooing,"motion with his hands . # When we reached the roof ,",""" Go on , "" my father said , making a shooing motion with his hands . # When we reached the roof ,"
mgc0681,mg1022,shoo,shooed,52,30605,1999,1990,FIC,Thirst,on a rolling scroll the humidity behind the glass . Nula,shooed,her away from it . The two girls began to jog toward,on a rolling scroll the humidity behind the glass . Nula shooed her away from it . The two girls began to jog toward
mgc0682,mg1178,shoo,shooing,105,39512,1995,1990,FIC,SouthernRev,the premature baby who had weighed eight pounds . She was,shooing,"some grandkids now . # "" What I remember , Tate ,","the premature baby who had weighed eight pounds . She was shooing some grandkids now . # "" What I remember , Tate ,"
mgc0683,mg0792,ooh,oohing,8,479627,1974,1970,MAG,Harpers,"you think of birdwatching , you think of little old ladies",oohing,and aahing over a Vermilion Flycatcher . I do n't have anything,"you think of birdwatching , you think of little old ladies oohing and aahing over a Vermilion Flycatcher . I do n't have anything"
mgc0684,mg0247,boo,booed,136,13675,2003,2000,FIC,Play:TwoMarriages,"#important . SERGEI DIAGHELIFF The public , the paying public",booed,it . VASLAV NIJINSKY It 's new . It was not understood,"#important . SERGEI DIAGHELIFF The public , the paying public booed it . VASLAV NIJINSKY It 's new . It was not understood"
mgc0685,mg0775,ooh,oohed,6,45242,1999,1990,FIC,Communities,"he 's mine . "" Ten years earlier her women friends",oohed,"and aahed over her boy-toy , Darren , 26 to her 36","he 's mine . "" Ten years earlier her women friends oohed and aahed over her boy-toy , Darren , 26 to her 36"
mgc0686,mg0970,shoo,shooed,152,23932,1978,1970,FIC,Harpers,did have tea and some pudding . As Clare spoke he,shooed,"the cat from the parlor sofa and picked up a doll ,","did have tea and some pudding . As Clare spoke he shooed the cat from the parlor sofa and picked up a doll ,"
mgc0687,mg0220,boo,booed,147,631321,1995,1990,NEWS,Chicago,#Bears all those years and the Packers fans had always,booed,"me relentlessly , I was surprised at the welcome I got .","#Bears all those years and the Packers fans had always booed me relentlessly , I was surprised at the welcome I got ."
mgc0688,mg0624,boo,boos,206,273726,1969,1960,MAG,Time,leaders to adopt reforms . His candor was greeted with,boos,", jeers and catcalls . # "" I want to help you","leaders to adopt reforms . His candor was greeted with boos , jeers and catcalls . # "" I want to help you"
mgc0689,mg1132,shoo,shooing,110,781973,1958,1950,FIC,SummerPlace,"parked by Mr. Caulfield 's office , and a master was",shooing,the boys away from that part of the quadrangle . John headed,"parked by Mr. Caulfield 's office , and a master was shooing the boys away from that part of the quadrangle . John headed"
mgc0690,mg1094,shoo,shooing,36,2863,1909,1900,FIC,MaidasLittleShop,", "" Dicky explained . He gathered up the dresses and",shooing,"Betsy ahead of him , followed her into the yard . """,", "" Dicky explained . He gathered up the dresses and shooing Betsy ahead of him , followed her into the yard . """
mgc0691,mg0393,boo,booing,89,493853,1964,1960,MAG,NewRepublic,the losers . Again we are wrong if we think the,booing,"of Rockefeller , the open contempt for the Negro delegates , were","the losers . Again we are wrong if we think the booing of Rockefeller , the open contempt for the Negro delegates , were"
mgc0692,mg0534,boo,boos,254,10119,1939,1930,FIC,Yearling,and rushed him to the door amid cheers and stomps and,boos,. When the three had returned to their seats old Charley Stet,and rushed him to the door amid cheers and stomps and boos . When the three had returned to their seats old Charley Stet
mgc0693,mg1077,shoo,shooed,74,4165225,2017,2010,FIC,Bk:TerrorTaffeta,now that he was devoid of anyone to ush . I,shooed,"him down the aisle as I mouthed , "" Go ! Go","now that he was devoid of anyone to ush . I shooed him down the aisle as I mouthed , "" Go ! Go"
mgc0694,mg0264,boo,booed,262,29447,2006,2000,FIC,BookFate,"#came for a NASCAR race , members of the crowd",booed,". In 2004 , when President Bush arrived with legendary driver","#came for a NASCAR race , members of the crowd booed . In 2004 , when President Bush arrived with legendary driver"
mgc0695,mg0179,boo,booed,245,322310,1982,1980,MAG,Time,#mention Soviet missiles at this week 's rally was loudly,booed,", then voted down . A motion calling for a "" nonviolent","#mention Soviet missiles at this week 's rally was loudly booed , then voted down . A motion calling for a "" nonviolent"
mgc0696,mg0903,shoo,shooed,164,702029,1936,1930,NEWS,Chicago,Mr. Bible and the policemen opened a lot of windows and,shooed,the frantic bird into the great outdoors . The police squad went,Mr. Bible and the policemen opened a lot of windows and shooed the frantic bird into the great outdoors . The police squad went
mgc0697,mg0080,boo,booed,125,10273,1951,1950,FIC,ReturnParadise,"#, the English were razzed worse than the Giants are",booed,in Brooklyn . Books were written and there was some talk of,"#, the English were razzed worse than the Giants are booed in Brooklyn . Books were written and there was some talk of"
mgc0698,mg1408,wow,wowing,27,491475,1972,1970,MAG,SatEvePost,"#Lucy is doing her thing again , and she is",wowing,them today just as she always has . There is an au,"#Lucy is doing her thing again , and she is wowing them today just as she always has . There is an au"
mgc0699,mg0369,boo,booing,32,10336,1955,1950,FIC,BangDrumSlowly,"looked around , but I could not tell what they were",booing,at . It was quite crazy . I telephoned back to the,"looked around , but I could not tell what they were booing at . It was quite crazy . I telephoned back to the"
mgc0700,mg0348,boo,booing,16,16593,1949,1940,FIC,Mov:SetUpThe,in a sling . They fall in a clinch . The,booing,and stamping increases . PAN TO Stoker 's corner . Red is,in a sling . They fall in a clinch . The booing and stamping increases . PAN TO Stoker 's corner . Red is
mgc0701,mg1330,wow,wowed,39,620102,1994,1990,NEWS,SanFran,"#(Food Lovers Network ) . Charles Solomon , who",wowed,"folks with his refined food at Geordy 's , opened the Heights","#(Food Lovers Network ) . Charles Solomon , who wowed folks with his refined food at Geordy 's , opened the Heights"
mgc0702,mg0743,boo,boos,74,4182065,2017,2010,MAG,Vanity Fair,"movie , the real hell is other people . As lusty",boos,bounced off the walls of the Venice press screening theater,"movie , the real hell is other people . As lusty boos bounced off the walls of the Venice press screening theater"
mgc0703,mg0739,boo,boos,71,4177151,2016,2010,MAG,Sports Illustrated,cadre of Pittsburgh fans that showered San Jose 's bus with,boos,at the team hotel two days earlier had been received with,cadre of Pittsburgh fans that showered San Jose 's bus with boos at the team hotel two days earlier had been received with
mgc0704,mg0906,shoo,shooed,234,10090,1937,1930,FIC,ICanGetItYouWholesale,"said , raising his voice . "" Shoo ! "" They",shooed,". "" What 's up ? "" he said . "" I","said , raising his voice . "" Shoo ! "" They shooed . "" What 's up ? "" he said . "" I"
mgc0705,mg0611,boo,boos,34,10483,1967,1960,FIC,UnderEyeStorm,"another station , and at the cutting off of the music",boos,and groans came down the steps from the others . It was,"another station , and at the cutting off of the music boos and groans came down the steps from the others . It was"
mgc0706,mg1290,shoo,shoos,33,4163242,2014,2010,FIC,KenyonRev,migrate to the motorhome with their laptops and binders . Bill,shoos,"them back to the dusty house , saying , "" Let 's","migrate to the motorhome with their laptops and binders . Bill shoos them back to the dusty house , saying , "" Let 's"
mgc0707,mg0714,boo,boos,171,648912,2003,2000,NEWS,NYT,Giants ' defense was shoved out of the way . #,Boos,"were the least of worries for the Giants , who fell to","Giants ' defense was shoved out of the way . # Boos were the least of worries for the Giants , who fell to"
mgc0708,mg1240,shoo,shooing,41,5250061,2018,2010,FIC,Fan Fic,"seeing that I was trying to keep myself together , already",shooing,"Chubs towards the exit . "" We 'll close the door on","seeing that I was trying to keep myself together , already shooing Chubs towards the exit . "" We 'll close the door on"
mgc0709,mg1459,wow,wows,28,4122013,2012,2010,FIC,Analog,"Like time-lapse video of something being dissolved running backward. "" # "" It still",wows,me to see it. This kind of work doesn't really give me any,"Like time-lapse video of something being dissolved running backward. "" # "" It still wows me to see it. This kind of work doesn't really give me any"
mgc0710,mg0804,ooh,oohing,16,32120,2003,2000,FIC,ParableAboutKing,"Main Street , they reached a crowd of people who were",oohing,and ahhing over something . The children shoved and pushed their,"Main Street , they reached a crowd of people who were oohing and ahhing over something . The children shoved and pushed their"
mgc0711,mg0306,boo,booing,52,490105,1925,1920,MAG,NewYorker,the Colonial 's was the gallery which had the distinction of,booing,"from its stage the great Yvette Guilbert , then , ten years","the Colonial 's was the gallery which had the distinction of booing from its stage the great Yvette Guilbert , then , ten years"
mgc0712,mg1328,wow,wowed,105,630375,1993,1990,NEWS,Chicago,"#quartet of Bears who participated in the clinic , was",wowed,". # "" Geez , "" he said . "" I think","#quartet of Bears who participated in the clinic , was wowed . # "" Geez , "" he said . "" I think"
mgc0713,mg0699,boo,boos,44,41635,1996,1990,FIC,Ploughshares,champagne as a forty-five of the Kingston Trio came on to,boos,"and hisses . "" In our house . It was a man","champagne as a forty-five of the Kingston Trio came on to boos and hisses . "" In our house . It was a man"
mgc0714,mg0522,boo,boos,95,256389,1935,1930,MAG,Time,orator on the platform . At will the plump priest changed,boos,"for the "" prostituted press "" to resounding cheers for assembled","orator on the platform . At will the plump priest changed boos for the "" prostituted press "" to resounding cheers for assembled"
mgc0715,mg1294,shoo,shoos,25,5003094,2018,2010,FIC,Commentary,"bird 's eggs . As the Torah commands , the boy",shoos,"the mother bird . "" If , along the road , you","bird 's eggs . As the Torah commands , the boy shoos the mother bird . "" If , along the road , you"
mgc0716,mg0661,boo,boos,66,319129,1979,1970,MAG,Time,to rise . The cheer turned to silence and then to,boos,"as the stock , like a plane that has suddenly stalled ,","to rise . The cheer turned to silence and then to boos as the stock , like a plane that has suddenly stalled ,"
mgc0717,mg0067,boo,booed,17,169513,1945,1940,MAG,Time,#. But the audiences that cheered and wept over Cavalleria,booed,and hissed its pedantic successors . # Tribute Applause . The,#. But the audiences that cheered and wept over Cavalleria booed and hissed its pedantic successors . # Tribute Applause . The
mgc0718,mg0421,boo,booing,55,774125,1977,1970,NF/ACAD,TasteAmerica,"boos broke from the floor , to be lost in louder",booing,"from the galleries . But when Wallace sounded his "" busin ""","boos broke from the floor , to be lost in louder booing from the galleries . But when Wallace sounded his "" busin """
mgc0719,mg1316,wow,wowed,28,323996,1984,1980,MAG,Time,"# 323997 Champignon and all , Mitterrand is",wowed,"by the U.S. # Behind his back , some of his entourage","# 323997 Champignon and all , Mitterrand is wowed by the U.S. # Behind his back , some of his entourage"
mgc0720,mg1289,shoo,shoos,23,4119912,2012,2010,NF/ACAD,Poetry,# I try to shout more questions as a coast guard,shoos,our gnat of a white boat away . Pino complies . I,# I try to shout more questions as a coast guard shoos our gnat of a white boat away . Pino complies . I
mgc0721,mg0224,boo,booed,135,356309,1997,1990,MAG,Time,#new material ; others (the true believers ) have,booed,it . But all cheer when the Millennium Falcon zaps into,#new material ; others (the true believers ) have booed it . But all cheer when the Millennium Falcon zaps into
mgc0722,mg0312,boo,booing,21,10027,1932,1930,FIC,MagnoliaStreet,sweeties the pockets of Nellie Tawnie . Mr. Emmanuel heard the,booing,as he cone in late from his distant excursion in aid of,sweeties the pockets of Nellie Tawnie . Mr. Emmanuel heard the booing as he cone in late from his distant excursion in aid of
mgc0723,mg0820,ooh,oohs,4,14245,1965,1960,FIC,Play:CrossSword,"if he were the source of this light. The Indian children give out """,oohs,""" and "" ahs "" at the sight. During a gap in the music","if he were the source of this light. The Indian children give out "" oohs "" and "" ahs "" at the sight. During a gap in the music"
mgc0724,mg1175,shoo,shooing,103,409546,1994,1990,MAG,OutdoorLife,"comes with an improved cylinder tube , which is fine for",shooing,"slugs , and other choke tubes are available for buckshot hunters","comes with an improved cylinder tube , which is fine for shooing slugs , and other choke tubes are available for buckshot hunters"
mgc0725,mg0281,boo,booed,256,4165187,2017,2010,FIC,Bk:ThereWasCrookedMan,## The nice people cheered . The Jump ! crowd,booed,. And the Go Johnnie Go bunch dissolved into the restaurant to,## The nice people cheered . The Jump ! crowd booed . And the Go Johnnie Go bunch dissolved into the restaurant to
mgc0726,mg0957,shoo,shooed,17,780115,1974,1970,FIC,SilentThunder,to move into the cooler regions of the highland . Mothers,shooed,"away persistent children , so they could work steadily on ,","to move into the cooler regions of the highland . Mothers shooed away persistent children , so they could work steadily on ,"
mgc0727,mg0204,boo,booed,134,422597,1991,1990,MAG,RollingStone,"#. Morris has walked out on that stuff , even",booed,"it on occasion . I HATE modern dance , ' he 'll","#. Morris has walked out on that stuff , even booed it on occasion . I HATE modern dance , ' he 'll"
mgc0728,mg1247,shoo,shooing,91,5004078,2019,2010,FIC,Analog,", find ' em , dog . "" Helma made a",shooing,motion . # Cole looked up quizzically and whimpered . # Jadey,", find ' em , dog . "" Helma made a shooing motion . # Cole looked up quizzically and whimpered . # Jadey"
mgc0729,mg0260,boo,booed,50,51658,2006,2000,FIC,SouthernRev,#gaze at the shapes their mouths made . When they,booed,"at my intros , they looked like they were about to apply","#gaze at the shapes their mouths made . When they booed at my intros , they looked like they were about to apply"
mgc0730,mg1332,wow,wowed,17,658445,1996,1990,NEWS,CSMonitor,#: Aug. 4 658446 # While most viewers will be,wowed,"by stunning athletic performers at the Olympics , what they may","#: Aug. 4 658446 # While most viewers will be wowed by stunning athletic performers at the Olympics , what they may"
mgc0731,mg0493,boo,boos,143,747621,1834,1830,NF/ACAD,BookSports,"they cast them . Those , whose quoits hit l6 THE",BOOS,"OF SPORTS . of the bands , or moving the toes from","they cast them . Those , whose quoits hit l6 THE BOOS OF SPORTS . of the bands , or moving the toes from"
mgc0732,mg1323,wow,wowed,60,421219,1990,1990,MAG,Americas,"#Rising Star Award at this year 's Gala , Ramos",wowed,the crowd with a Spanish tango collection of ruffled tops and,"#Rising Star Award at this year 's Gala , Ramos wowed the crowd with a Spanish tango collection of ruffled tops and"
mgc0733,mg0760,ooh,oohed,23,685431,1920,1920,NEWS,NYT-Reg,"the convention on the first two days , came forward and",oohed,"the crowd to join him in singing "" The Long , Long","the convention on the first two days , came forward and oohed the crowd to join him in singing "" The Long , Long"
mgc0734,mg0502,boo,boos,147,1124,1920,1920,FIC,Sun-UpOtherPoems,the earth holds tight and the grass falls down and wind,boos,over it . Wind whistles the bees -- bees too busy with,the earth holds tight and the grass falls down and wind boos over it . Wind whistles the bees -- bees too busy with
mgc0735,mg0809,ooh,oohing,25,31727,2006,2000,FIC,NeeceysLullaby,", laughing , running , waving at bus drivers , and",oohing,"over fancy cars-Buicks , Chevrolets , or Cadillacs that soared",", laughing , running , waving at bus drivers , and oohing over fancy cars-Buicks , Chevrolets , or Cadillacs that soared"
mgc0736,mg1460,wow,wows,29,4157167,2013,2010,NF/ACAD,JIssuesNursing,. Nurses cited instant real-time charting as a key time saver. Use of the,WOWs,"also allowed nurses to spend more time in the patients' rooms, thereby reducing",". Nurses cited instant real-time charting as a key time saver. Use of the WOWs also allowed nurses to spend more time in the patients' rooms, thereby reducing"
mgc0737,mg1089,shoo,shooing,151,9797,1856,1850,FIC,DredATaleGreat,"nothing ! "" said Tiff , finding that his vigorous """,shooing,""" only scared the whole flock in , instead of admonishing them","nothing ! "" said Tiff , finding that his vigorous "" shooing "" only scared the whole flock in , instead of admonishing them"
