coding_id,genre,source,context,interjection_syn,interjection_sem,interjection_int,notes
F293,FIC,PoemsMiscellanies,". MARGARET. Dearest lady, Drive me not from you! LADY AGNES. Fie on't! Margaret. Wouldst have me trust a decent Scottish lassie With Edward",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F294,FIC,MartinMerrivale,"-- can it be aught else? -- creeps through all their veins. But fie on such details! "" Are you jealous now, my child? "" Martin",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F295,FIC,Play:FaithOurFathers,"BYRD You agree, do you not, Colonel Washington? SALLY FAIRFAX Oh, fie! Maria Byrd. We know how he feels. GEORGE MASON A toast!",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F296,FIC,PersonsPictures,"in the king's sight, "" cried Crofts, who came first. "" Fie! gentlemen! hold your hands! You are under arrest! "" Rosamond had",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F297,NEWS,Chicago,"organist. We have been going together five months and we are engaged. "" FIe has some girl from another city write to him and has the letters sent to",0,0,0,OCR: fie=He
F298,FIC,Play:NurseryMaidHeaven,"coming from Sister Benvenuta -- that alone -- ABBESS That will do. Fie, fie, little sister. The Sacred Bambino is not your serving Cavalier, that you",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F299,FIC,Play:ScarecrowThe,"Eh? Why not? LORD RAVENSBANE I am a monster. DICKON Fie! fie! Thou shalt have her. LORD RAVENSBANE Have her, Dickon? DICKON For",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F300,FIC,IngleboroughHall,"grace of Lauderdale, they say, is looking after. "" "" Fie! fie! Sir Henry -- fie! Do you suppose that a thought of that kind",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F301,FIC,BoonIsland,"I wonder, John asked himself, when they expect me to marry her. Fie considered the matter, munching stolidly with his heavy jaw; he decided he could",0,0,0,OCR: fie=he (after sentence boundary)
F302,FIC,BoardingSchools,of the barrier of the virtues. Wid. W. The Widow Wantmore Fie! Fie! Funny man! You make me blush and feel so odd -- Pret. Pirouette,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F303,FIC,Play:CalibanByYellow,". See you here, sir? ANTONY Hiding his face. O fie, fie, fie! CHARMIAN Bending over her. Madam! EROS Appealing to Antony.",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F304,FIC,Play:MiceMen,"the trips to Ranelagh, that Harry let on to? p. 14 JOANNA GOODLAKE Fie, Mr. Goodlake. Your credulity is amazing. protest I scarce left the house",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F305,FIC,FairGodTheLast,"I shall have to send back to the' tzin; and, Nenetzin, fie! the young lords would be afraid to see you now. "" "" The",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F306,FIC,LotteryAdventures,"any Indian, except that, now and then, an inward smile seemed to fie in his gray eyes. A godless man was Summers, good in his way",0,0,0,OCR: lie in his gray eyes
F307,FIC,ChevaliersFrance,"crowded around his footstool, but in vain. "" Ha! my lord -- fie! "" cried he, gnashing his teeth, "" shame ye not, lords",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F308,FIC,Orlando,"to clinch each the other; I know it. Hel. Heline Fie, fie, how can you say so, Claude. Cla. Claude Marry, I",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F309,FIC,WebEvilNovelSuspense,"listening to King Arthur's bored and disaffected knights singing their rousing rendition of "" Fie on Goodness. "" As she drove past the Highway 111 interchange, the emergency",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F310,MAG,Nation,"feeling and humdrum virtue. At heart, we have all become Hot-spurs, crying fie upon this quiet life. As we have said, the attack upon the Taft",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F311,TV/MOV,Hamlet,"heart with words... and fall a-cursing like a very drab, a scullion! Fie! Foh! About, my brains. Give me that. It's heavy",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F312,FIC,Inconstant,"R. DUGARD runs to MIRABEL, the rest to OLD MIRABEL. Dug. Dugard Fie, fie, Mirabel, murder your father! Mir. Young Mirabel My father",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F313,FIC,HeartsSecretOr,"truth as being the thing least likely to be believed by the other. "" Fie, fie, Bezan. You in love, man? A soldier to marry",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F314,FIC,MerchantVenice,". Salarino Why, then you are in love. ANT. Antonio Fie, fie! SALAR. Salarino Not in love, neither? Then let us say you",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F315,FIC,ChangeHeart,"will To learn his wit to exchange the bad for better. -- Fie, fie, unreverend tongue! to call her bad Whose sovereignty so oft thou hast preferred",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F316,FIC,MerchantVenice,". SALAR. Salarino Why, then you are in love. ANT. Antonio Fie, fie! SALAR. Salarino Not in love, neither? Then let us",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F317,FIC,EarthTrembled,"and are the better for it. That's the demmed total -- oh, fie! there I am at it again. Well, Cousin Hugh, to take",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F318,FIC,MartinMerrivale,"close behind, scolding him for taking her out in such a storm. "" Fie, fie! "" said Uncle Joe, in his best humor; "" you",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F319,TV/MOV,Romeo and Juliet,"look'st thou sad? - I am aweary, give me leave a while. Fie, how my bones ache. What a jaunt have I had. I would",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F320,FIC,WifeAtVenture,"myself to your situation purely for your benefit -- and you to behave thus, fie, fie! Ibad. Ibad It was wrong, it was wrong. What",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F321,FIC,VenicePreserved,"and Theodore stand back, L. Beda. Bedamar Crossing, C. At difference? fie! Is this a time for quarrels? Thieves and rogues Fall out and brawl",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F322,NF/ACAD,365ShortcutsHome,"or plaids. It is used for aprons, house dresses, etc. "" Fie upon the lexicographer or whatever they | call a person who writes a dictionary!",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F323,FIC,OldStoneHouseOther,"can not see from the window. You do not like such humble flowers? Fie! Mistress Juliet, it is hard to believe that, - - even Orrin",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F324,FIC,Inconstant,"sit down to answer you, for I am heartily tired. Bis. Bisarre Fie upon't; a young man, and tired! up for shame, and",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F325,FIC,Inconstant,"sit down to answer you, for I am heartily tired. Bis. Bisarre Fie upon't; a young man, and tired! up for shame, and",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F326,MAG,NewEngYaleRev,", Mr. Parker, account for Moses if you can. Oh, fie, fie on you, that with your Homer in your hand, and able as a",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F327,FIC,LadyPirate,"gone. Then I noted that our friend Partial had gone with her. "" Fie! Partial, after all, you loved her more! "" I said to",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F328,FIC,LadyPirate,"her good-looking, but I am sure I don't know why. "" "" Fie upon you! She is superb. In short, Helena, I am not",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F329,FIC,IngleboroughHall,"which his grace of Lauderdale, they say, is looking after. "" "" Fie! fie! Sir Henry -- fie! Do you suppose that a thought of",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F330,FIC,Play:MerchantVenice,". p. 4 SALARINO Why, then you are in love. ANTONIO Fie, fie! SALARINO Not in love neither? Then let's say you're sad,",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F331,FIC,Bankrupt,"soon be there? Our children -- Gilt. Edward Giltwood Interrupting her Fie! fie! Amy. Amy Giltwood Edward, what excites you thus? Have you not",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F332,FIC,BorderWarTaleDisunion,"your own woe, and feel only solicitude for the happiness of your friend. Fie! be not so pale -- or is it the MARBLE again? I have",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F333,FIC,CatherineWheel,"slits of the wood, glance round, a little startled, "" Fee, fie, fo, fum, "" she said. "" I smell the blood of",1,0,0,Formulaic: fee fi fo fum
F334,FIC,Clarel,"About me in this peccant air, Conjuring yet to spare, but spare! Fie, fie, that didst in formal will Plot piously the posthumous snare. And",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F335,TV/MOV,Presenting Lily Mars,"that the old man had so much blood in him? Fie, Macbeth! Fie! A soldier, and afraid? What, will these hands never be clean",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F336,NEWS,NYT-Reg,"on it. The Senator from Arkansas can not remain leader of the Democrats and fie the battle of the Roman Catho- a lio. "" KeFy time it is raised",0,0,0,OCR: fight the battle
F337,FIC,Stranger,"recommended me to your regard! But it must be so. -- Madam -- Fie, Adelaide! Does pride become you? Did you ever hear of the Countess",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F338,FIC,LovesSacrifice,"! Spare me -- be merciful! Eug. Eugene de Lorme Fie! -- fie upon This poor hypocrisy of seeming grief! Mar. Margaret Eugene -- oh,",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F339,FIC,Orlando,"Alecto's scourge Of snakes, I'd lash her roundly o'er the earth! Fie, fie upon myself! I'm ireful now. Down, anger, down",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F340,FIC,PersonsPictures,"and bows! The traitors are without! The doors are barred! Treason! fie, treason! "" It was the voice of Catherine Douglass -- and at her",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F341,FIC,WidowsMarriage,"imperious ladyship -- Lady G. Lady Goldstraw Fie! Nick, You over-rank me, fie! Call me plain Lady -- Plain Lady Ruffler. color=redPage 178 Nick. Nick Prior",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F342,MAG,Century,"attached - which threatens to throttle him, being about his neck. Oh, fie! Now, here. The old Doctor's spider's web must, of",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F343,FIC,IvoryMischief,"told that you were out. Did the Marechale fail to deliver my messages? Fie, madam, I believe you must have played me false there!' Magdelon",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F344,FIC,WeOurNeighbors,"Paris letters. "" "" Are they very long? "" said Harry. "" Fie now, Harry; you ought to be interested in the girls. "" """,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F345,FIC,BricksWithoutStraw,"I inquire who constituted you either my judge or my accuser. "" "" Oh fie! Hesden, "" said his mother. "" Isn't Hetty one of the",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F346,FIC,MorningNoonNight,"He will drive his chaste sister to cry: Oh, fie, fie, fie! He sues to live; he is ready to accept the weariest and most",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F347,MAG,Atlantic,see what it is all trout..1 hailer must not be too modest to fie must have some way of apiirising his followers of his whereabouts. This is not,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F348,FIC,RoadToFortune,"de body ob de discoberies. (Kneels before Catharine.) Catharine. Catharine Fie, for shame, Pompey! Pompey. Pompey Dis nigger's not in lub",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F349,FIC,NabobVolume12,"back is turned we divide the fruit of the crime, laughing like brigands. Fie! Monsieur Passajon. Such performances at your time of life! Oh! Mon",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F350,FIC,MartinMerrivale,"you mean to tell me I an't? "" demanded Aunt Lucia. "" Fie, fie, mother! keep your temper. "" "" Keep my temper! -- Do",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F351,NF/ACAD,PrimitiveLoveLove-,"of the "" self-harming "" kind of which one of Shakspere's characters exclaims "" Fie! beat it hence! "" Too often, however, women have cause for",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F352,FIC,ParisRev,"Trust me, "" he whispered. "" This stuff rots your brains. "" Fie stood up, scratching his head, his armpit a rat' s nest of",0,0,0,OCR: He stood
F353,FIC,NabobVolume12,"I'll wager Bois-l'Hery got' em for six thousand. "" "" Oh! fie, fie -- a gentleman! "" said Jenkins, with the indignation of a",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F354,FIC,AmericanFamily,""" and if we are, we may never get back again! "" "" Fie! Anne, don't be a coward, for I am very certain we",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F355,FIC,CharlesSecond,". He does not look so very ferocious, neither. Fie, sir, fie! what, steal the jewels of the crown? Chas. King Charles II",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F356,FIC,GreenMountainBoy,"Mrs. Shakspeare that is to be. El., Ellen Tomkins L. O aunt! fie! I hate the men! Tom. Tomkins Why, can I believe my",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F357,TV/MOV,Hamlet,"my heart with words and fall a-cursing like a very drab, a scullion. Fie upon't, foh! About, my brain. I have heard that guilty",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F358,NF/ACAD,PhilosophySpeech,is these very discrepancies between the sound and the form of words which start t fie mind reflecting about the origins of our speech. The same i,0,0,0,OCR: the mind
F359,MAG,Harpers,the English Government was so impressed with the peculiar value of Barth's services that fie was unable to procure his release on the ground of his father's disinclination to,0,0,0,OCR: he was
F360,FIC,CavaliersVirginia,"had not announced your nomination for a secondary office. "" "" O fie, fie, Virginia, I did not think you could play the hypocrite so well.",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F361,FIC,JanetsLoveService,"country.' "" Janet made no secret of her tears now. "" Hoot fie, Janet, woman, "" said her mother, affecting anger to hide far",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F362,FIC,DrSevier,wit on earth. They walked on in their bliss. Shall we follow? Fie! They passed down across three or four of a group of parallel streets named,1,1,0,"Narrative exclamation, not interactional"
F363,MAG,SportsIll,"order to take advantage of a rematch purse and betting odds. Let us say fie on such notions, which are belied by the pictures on the next few pages",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F364,NF/ACAD,RudimentsArtBuilding,"2nd. It may be glued np in thicknesses, as shown in fig. Fie 93-' **' wn' cn must ## when thoroughly dry, be planed",0,0,0,OCR: Fig. 93
F365,FIC,Play:CalibanByYellow,"piteous aspect. See you here, sir? ANTONY Hiding his face. O fie, fie, fie! CHARMIAN Bending over her. Madam! EROS Appealing to",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F366,FIC,IngleboroughHall,"say, is looking after. "" "" Fie! fie! Sir Henry -- fie! Do you suppose that a thought of that kind ever occurred to me?",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F367,FIC,YoricksLove,"!' T is not for young maids to hear. DOROTHY: Oh! fie, Gregory! Shall they not hear it in the theatre! Sweet Gregory,",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F368,FIC,FantasySciFi,"missing, for Mutano substituted a harmless bit of obsidian in that same shape to fie in the casket by the diamond. It hath no occult powers and in time",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F369,FIC,WestPoint,"Arnold -- Mrs. Arnold. Mrs. Arnold Oh! I understand. Major Talmadge? Fie, fie, I can't, upon my life, see why you should",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F370,FIC,DontBargainWith,'s School for Young Ladies that would be hers for the next few weeks. Fie on that wretch! She jerked a shawl from her half-unpacked trunk. How could,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F371,FIC,VenicePreserved,"honest. Pierre. Pierre That's rank falsehood. Fear'st thou not death? Fie, there's a knavish itch In that salt blood, an utter foe to",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F372,FIC,QueerStoriesBoys,not Gleason's unrequited attentions to our heroine that prompted much of the trouble? Fie on it for a foul suggestion! Is woman to be held responsible for a,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F373,MAG,Atlantic,or for any other benefit than their owntor is there any reason why it should fie expected that these disastrous competitions would be carried on beyond the point which the competitors,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F374,FIC,DyingKeepHim,But a stone. TOMASO. TOMASO. A woman! ZIPPA. ZIPPA. Fie! what's this you're going to tell me? TOMASO. TOMASO.,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F375,FIC,SquireHartley,"knock its head off when ever she has a mind. Aunt. Aunt Deborah Fie, brother, I shall speak to Sir Edmund -- Sir Edmund, my brother",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F376,FIC,Play:RobinHoodMerry,"! I want a greater thing -- a kiss from thee! DOROTHY Oh, fie! LITTLE JOHN' T is all I crave! DOROTHY Well --' t",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F377,FIC,HeartsHighway,"you be.' T is but a trick to turn me from him. Fie, think you that will avail? Think you that a sister's heart counts",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F378,FIC,TalesChesapeake,"his shodden staff, and ejaculating, "" Foei! weg! fychaam u! Fie! leave off! fie on you! What absurdity is this on the property",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F379,FIC,IngleboroughHall,"suppose that a thought of that kind ever occurred to me? Oh no -- fie! fie! but, on my word, I believe I can do it",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F380,FIC,Inconstant,"runs to MIRABEL, the rest to OLD MIRABEL. Dug. Dugard Fie, fie, Mirabel, murder your father! Mir. Young Mirabel My father! What",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F381,NEWS,Chicago,"had to have groceries, and I told him so. He told me again fie was going to kill me, so I got the gun. "" Mettle Pearl",0,0,0,OCR: he was
F382,FIC,Julian,"forge Inimitable woman, without fire From Heaven's bright furnace! THERSITES. Thersites Fie, old Cheops, fie! Thou superannuated libertine, Thy dingy brows frosted with",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F383,FIC,Contrast,"! "" "" Ha! General, what a well-turned -- "" LETITIA Fie! fie! Charlotte stopping her mouth, I protest you are quite a libertine. CHARLOTTE",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F384,MAG,Atlantic,"lectured at many intervening towns. Often he scent farther, to the Pac i fie Coast. Into an hour's talk he would pack a mass of compressed Information",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F385,FIC,Deformed,"for yourself. There is honeyed poison! You know the hand. O, fie, my lord, my lord! Duke. Duke of Florence Can it be",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F386,FIC,CharlesSecond,"Mary Copp Drawing back. He does not look so very ferocious, neither. Fie, sir, fie! what, steal the jewels of the crown? Chas",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F387,FIC,MerchantVenice,"t is mine, and I will have it: If you deny me, fie upon your law! There is no force in the decrees of Venice: I",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F388,FIC,Play:CalibanByYellow,"him, pinch, burn him, and sing: Fie on sinful fantasy! Fie on lust and luxury! Lust is but a bloody fireKindled with unchaste desire,",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F389,FIC,Sertorius,"expires, And pensive sadness fills the throne of joy. SERTORIUS. QUINTIS SERTORIUS Fie, fie, Perpenna -- thou, a camp bred soldier, With tongue untutor",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F390,NEWS,Chicago,"board of advisers to Harper College's fashion program. But its not enough. fie says, he will not rest until he's admitted to The Fashion Group.",0,0,0,OCR: he says
F391,FIC,BrotherToDragons,"that old tale o'er a hundred times; and thou too, my lord? Fie, then! Wouldst seek to flatter thy old nurse with this seeming eagerness?",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F392,FIC,VolumeFromLife,"a liberal education, and one is as profitable as the other. "" "" Fie, Alfred, "" cried Mr. Vernon, "" you are as bad as a",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F393,FIC,HeartsHighway,"left, calling out to her sister to go homeward with a laugh. "" Fie on thee, Catherine! "" she cried out. "" If thou art abroad",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F394,MAG,Century,"this is your friendship, what would be your love!)) ((Fie! fie! Hush!)) she said, and was gone. In",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F395,FIC,Texas,", now and then. U. S. Army buys mules all the time.' fie wrote out his name and address for Macnab, and added:' I've",0,0,0,OCR: he wrote
F396,FIC,HairyApe,"imbedded in the heart of the ship. All the men jump up mechanically, fie through the door silently close upon each other's heels in what is very like",0,0,0,OCR: file through
F397,FIC,Harpers,", he would see the old man putting his boat in the sea, and fie would join him. "" Shall 1 conic with you, Perez? "" """,0,0,0,OCR: he would
F398,FIC,MarbleFaun-Volume1,""" I have neither your faith, dear Hilda, nor your perceptive faculty. Fie! what a blurred scrawl it is indeed! "" The drawing had originally been",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F399,NF/ACAD,EnglishFairyTales,"Childe Rowland to the Dark Tower came.... "" His word was still: "" Fie, foh and fum, I smell the blood of a British man. """,1,0,0,Formulaic: fee fi fo fum
F400,FIC,TruceGod ATale,"so suddenly. That Henry de Stramen should thus pursue a boy! - - fie! It is a stain upon his manhood! "" Gilbert looked up in the",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F401,NF/ACAD,ArchitectureDeconstruction,"those who occupy it: "" proximity to the source is a mystery. "" fie To be at home is precisely to be at home with this irreducible mystery.",0,0,0,OCR: garbled footnote
F402,NEWS,NYT-Reg,"nominated, he could regain his retirement pay and 4dlowanceso but for the time beingi fie has clearly tried to place hiinCelf in a. position where he is free to participate",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F403,FIC,WhenLifeIsYoung,"nor right. "" "" You won't, you naughty boy? Oh, fie! You dare to tell me mind my eye? Come down this instant!",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F404,TV/MOV,Hamlet,", flat, and unprofitable seem to me all the uses of this world. Fie on' t, ah fie.' T is an unweeded garden that grows",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F405,FIC,RomanTraitorVol12,"in company toward the river. CHAPTER VI. THE FALSE LOVE. Fie, fie, upon her; There's a language in her eye, her cheek,",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F406,FIC,ChimesAlyafaleyn,"he had expected. Oh, to think of all that he was missing! fie pictured Rufina lying on her bed, her skin clammy and cold, her brow",0,0,0,OCR: fie=he (after sentence boundary)
F407,FIC,MerchantVenice,"t is mine, and I will have it: If you deny me, fie upon your law! There is no force in the decrees of Venice: I",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F408,FIC,NabobVolume12,"wager Bois-l'Hery got' em for six thousand. "" "" Oh! fie, fie -- a gentleman! "" said Jenkins, with the indignation of a noble soul",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F409,FIC,PoemsNathaniel,"come to that -- we're free by habeas corpus. XXXIV. ("" Fie, what a naughty shawl! No expos, I trust, love, eh",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F410,NF/ACAD,AmericanInParis,"you can't have need of any other kind of ea-bottomy. "" "" Oh fie, brother! -- I declare I like the Americans very much; they are",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F411,FIC,KnightGoldenMelice,", where it shows so prettily, "" replied Arundel, saluting her. "" Fie! Master Miles, "" exclaimed Prudence, but not looking at all displeased.",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F412,NEWS,Chicago,"of our own men spent the winter tut-, der canvas, too. "" fie added that if reports of mistreatment are proved, offenders would be punished.",0,0,0,OCR: he added
F413,FIC,HeartsSecretOr,"go to-morrow -- at least I fear I shall not. "" "" Fie, fie, my daughter; thou, the prettiest bird in all the island, to",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F414,FIC,LauncelotGuenevere,"nigh -- And this is Cupid's ladder. Lionors. Lionors. Oh, fie! it is a jade's song. Naughty boy, You must be good",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F415,FIC,BrotherClerks,"I may know how strong a fortification my eyes need against finger-nails. "" "" Fie, Della! the General has never been married, and you will no doubt",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F416,FIC,OurEnglishFriend,"I confess I never gave the matter a thought. Mer. Meryl Oh, fie! Have you no eyes for beauty? Flut. Flutterby Not of the school",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F417,FIC,LeonorDeGuzman,"I see thy drift: Thou wouldst evade thy duties, governor. O, fie! do courtesy by deputy? Cor. Alonso Coronel Now, my dear friend",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F418,FIC,LadyPirate,"that they were mallards and teals, a couple of dozen at least. "" Fie, fie! "" said I. "" I fear you've been shooting on the",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F419,FIC,CharlottesDaughter,"Matthews, his precise Lady, and the dictatorial Mrs. Cavendish. "" "" Oh fie! Lady Mary, "" replied Lucy, with something of sternness in her voice",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F420,FIC,BeatrixClare,", inviting him to join them. But he declined with sarcastic pleasantry. "" Fie, sir! It was not a gallant speech, "" cried the Lady Strange",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F421,FIC,SunnySouthTheSoutherner,"the -- d --! would generally be to pay --. "" ("" Fie, colonel! "" I said, trying to stop the word at the syllable",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F422,FIC,MerchantVenice,". Salarino Why, then you are in love. ANT. Antonio Fie, fie! SALAR. Salarino Not in love, neither? Then let us say you",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F423,FIC,Caprice186-?,". Sir E. Sir Edward Mordaunt What, secrets between us already? O, fie! there should be no secrets between man and wife. Lady B. Lady Blanche",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F424,FIC,SwallowBarnASojourn,"it right to tell. He travels on a line that runs to marriage. Fie, my young mistress, you would not be obstinate with such a gentleman!",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F425,NF/ACAD,ByOrderKing,"lovers nor chastity. She walled herself round with pride. Men! oh, fie! a god only would be worthy of her, or a monster. If",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F426,FIC,FirelightFairy,"him, grasped the enchanted flower, and tossed it into a ditch. "" Fie, what a naughty page! "" cried the lords and ladies. The company",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F427,FIC,Orlando,"horizon mock'd me! Sel. Selim Fie, fie, good lady, fie! compose yourself. What use of this? there's ne'er a likelihood That",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F428,FIC,RiddleyWalker,". "" Be there Honour amongst Thieves? "" it cried. "" Nay -- fie on Humankind! They'll sell yer Soul fer thirty Pieces o' Silver!",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F429,FIC,BiancaCappello,", that virtue I forsook, Forsaking childhood's home. Prince. Prince Regent Fie, fie, Bianca!' T is for thy virtue, more than other",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F430,NEWS,NYT-Reg,today on further Administration comments about the' Formosa prob; em. The picture fie presented at the White House news conference was of a man treading softly lest he,0,0,0,OCR: he presented
F431,NEWS,NYT-Reg,"1898 delivered a number of effective addresses for the Republican candidate, for Governor. fie 1897 Mr. Choate was a candidate for United States Senator. but was defeated by",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F432,FIC,MassachRev,"only rare gUmpses of his Mutti, slumped in front of the alehouse. "" Fie, "" his grandmother would say, avoiding the vacant hlue eyes of her daughter",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F433,FIC,SpanishStudent,"the Court, who loves you, And for yourself alone. VICTORIAN. Victorian Fie! the old story! Tell me a better fortune for my money; Not",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F434,FIC,SlovenlyBetsy,"she oft tore limb from limb, To gratify a foolish whim. Illustration "" Fie! "" said her mother, "" don't you know, That if you",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F435,FIC,LovePrince,lieutenant. Gus. Count Gustave Giving purse. Take this. Jean. Jean Fie! Do you think such services can be paid with money? Gus. Count,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F436,FIC,Harpers,"just built up to that. All the way up to that. "" T FIE reporter nodded. He had the curious feeling he was listening to a story he",0,0,0,OCR: THE reporter
F437,FIC,LeonorDeGuzman,", I have found A wench's garter, and would tie it on. Fie! fie! it turns my stomach inside out, To hear their lady-talk.",1,1,1,Genuine interjection: exclamation/reproach in dialogue
